Fan,Refrigerator,AirConditioner,Television,Monitor,MotorPump,Month,City,Company,MonthlyHours,TariffRate,ElectricityBill
19,23.0,1.0,4.0,1.0,0,11,Melaka,Kalpataru Power,345,8.5,2932.5
10,20.0,1.0,22.0,1.0,0,10,Melaka,Ringfeder Power Transmission India Pvt. Ltd.,610,8.5,5185.0
7,21.0,3.0,3.0,1.0,0,6,Kuala Lumpur,CESC,381,8.7,3314.7
21,23.0,3.0,8.0,1.0,0,4,Klang,SJVN Ltd.,518,8.3,4299.400000000001
10,23.0,2.0,4.0,1.0,0,8,Seremban,KEC International,571,7.4,4225.400000000001
22,23.0,3.0,19.0,1.0,0,5,Johor Bahru,Power Grid Corp,812,8.1,6577.2
19,22.0,1.0,4.0,1.0,0,6,Petaling Jaya,L&T Transmission & Distribution,355,9.1,3230.5
8,23.0,1.0,9.0,1.0,0,6,Johor Bahru,Adani Power Ltd.,566,8.1,4584.599999999999
10,23.0,0.0,8.0,1.0,0,9,Kuala Terengganu,CESC,279,9.2,2566.8
11,23.0,2.0,4.0,12.0,0,6,Klang,Bonfiglioli Transmission Pvt. Ltd.,607,8.3,5038.1
5,19.0,2.0,6.0,7.0,0,6,Petaling Jaya,Optibelt Power Transmission India Private Limited,373,9.1,3394.3
8,23.0,3.0,16.0,7.0,0,8,Kuching,Torrent Power Ltd.,508,9.3,4724.400000000001
8,19.0,3.0,22.0,7.0,0,7,Batu Pahat,KEC International,739,8.8,6503.200000000001
16,23.0,1.0,13.0,1.0,0,4,Batu Pahat,Sterlite Power Transmission Ltd,541,8.8,4760.8
15,23.0,3.0,10.0,1.0,0,11,Kuching,GE T&D India Limited,428,9.3,3980.4
19,22.0,1.0,6.0,1.0,0,9,Kuantan,Torrent Power Ltd.,454,8.9,4040.6
15,22.0,2.0,18.0,1.0,0,4,Kuching,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,638,9.3,5933.400000000001
7,20.0,1.0,5.0,1.0,0,5,Kuantan,KEC International,246,8.9,2189.4
16,23.0,0.0,12.0,1.0,0,1,Petaling Jaya,Ringfeder Power Transmission India Pvt. Ltd.,611,9.1,5560.099999999999
7,22.0,0.0,21.0,1.0,0,8,Kuching,Kalpataru Power,472,9.3,4389.6
21,22.0,2.0,15.0,12.0,0,9,Muar,NHPC,682,8.2,5592.4
6,21.0,1.0,5.0,7.0,0,5,Klang,Sterlite Power Transmission Ltd,480,8.3,3984.000000000001
9,22.0,2.0,7.0,1.0,0,8,Melaka,JSW Energy Ltd.,537,8.5,4564.5
22,23.0,3.0,8.0,1.0,0,2,Petaling Jaya,NTPC Pvt. Ltd.,590,9.1,5369.0
7,18.0,0.0,16.0,7.0,0,12,Johor Bahru,GE T&D India Limited,528,8.1,4276.8
11,23.0,1.0,21.0,1.0,0,2,Kuching,SJVN Ltd.,459,9.3,4268.700000000001
8,18.0,1.0,17.0,1.0,0,5,Seremban,Jaiprakash Power,386,7.4,2856.4
16,23.0,0.0,5.0,1.0,0,11,Seremban,NTPC Pvt. Ltd.,495,7.4,3663.0
21,22.0,0.0,8.0,1.0,0,8,Alor Setar,JSW Energy Ltd.,521,7.9,4115.900000000001
22,23.0,2.0,3.0,1.0,0,2,Muar,Reliance Power,347,8.2,2845.4
7,22.0,1.0,3.0,1.0,0,10,Batu Pahat,Guj Ind Power,457,8.8,4021.6
10,23.0,3.0,7.0,1.0,0,9,Muar,TransRail Lighting,394,8.2,3230.8
22,22.0,1.0,15.0,1.0,0,2,Kuala Lumpur,TransRail Lighting,559,8.7,4863.299999999999
20,23.0,3.0,6.0,1.0,0,8,Klang,CESC,659,8.3,5469.700000000001
8,21.0,1.0,4.0,1.0,0,4,Batu Pahat,Tata Power Company Ltd.,225,8.8,1980.0
20,22.0,2.0,17.0,1.0,0,11,Subang Jaya,Bonfiglioli Transmission Pvt. Ltd.,627,7.8,4890.599999999999
13,22.0,0.0,7.0,12.0,0,8,Alor Setar,L&T Transmission & Distribution,431,7.9,3404.9
20,22.0,2.0,6.0,1.0,0,10,Kuala Terengganu,Orient Green,459,9.2,4222.799999999999
5,17.0,1.0,3.0,1.0,0,3,Kuantan,Reliance Power,359,8.9,3195.1
18,23.0,3.0,17.0,1.0,0,3,Shah Alam,Bonfiglioli Transmission Pvt. Ltd.,514,7.7,3957.8
17,23.0,2.0,15.0,1.0,0,2,Alor Setar,Tata Power Company Ltd.,555,7.9,4384.5
22,23.0,2.0,9.0,1.0,0,7,Kuala Terengganu,Orient Green,472,9.2,4342.4
17,22.0,1.0,13.0,1.0,0,12,Kuala Terengganu,CESC,447,9.2,4112.4
16,22.0,3.0,11.0,1.0,0,11,Ipoh,Tata Power Company Ltd.,643,7.6,4886.8
18,22.0,1.0,22.0,1.0,0,3,Kota Kinabalu,Ringfeder Power Transmission India Pvt. Ltd.,667,8.4,5602.8
23,22.0,3.0,9.0,1.0,0,2,Seremban,Guj Ind Power,403,7.4,2982.2000000000003
11,22.0,3.0,16.0,1.0,0,9,Kuala Lumpur,NTPC Pvt. Ltd.,444,8.7,3862.8
21,22.0,0.0,5.0,1.0,0,8,Kota Kinabalu,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",421,8.4,3536.4
10,17.0,2.0,22.0,1.0,0,1,Kuala Lumpur,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,564,8.7,4906.799999999999
11,23.0,1.0,22.0,12.0,0,2,Subang Jaya,Guj Ind Power,521,7.8,4063.8
12,22.0,2.0,18.0,1.0,0,3,Petaling Jaya,Unitech Power Transmission Ltd.,434,9.1,3949.4
18,23.0,3.0,16.0,1.0,0,9,Kuala Terengganu,KEC International,529,9.2,4866.799999999999
17,23.0,1.0,22.0,1.0,0,6,Petaling Jaya,Reliance Power,597,9.1,5432.7
17,23.0,0.0,13.0,1.0,0,10,Ipoh,Sterlite Power Transmission Ltd,534,7.6,4058.4
19,23.0,1.0,20.0,1.0,0,7,Kuantan,GE T&D India Limited,545,8.9,4850.5
6,18.0,2.0,17.0,1.0,0,12,Kota Kinabalu,CESC,535,8.4,4494.0
19,23.0,0.0,6.0,12.0,0,10,Subang Jaya,GE T&D India Limited,542,7.8,4227.599999999999
12,22.0,3.0,15.0,12.0,0,9,Johor Bahru,CESC,524,8.1,4244.4
11,22.0,0.0,3.0,1.0,0,7,Klang,Ringfeder Power Transmission India Pvt. Ltd.,333,8.3,2763.9
17,23.0,1.0,16.0,1.0,0,11,Kuala Lumpur,SJVN Ltd.,433,8.7,3767.1
17,22.0,1.0,17.0,1.0,0,6,Melaka,Jyoti Structure,427,8.5,3629.5
11,22.0,0.0,18.0,1.0,0,7,Ipoh,Bonfiglioli Transmission Pvt. Ltd.,539,7.6,4096.4
17,23.0,2.0,16.0,12.0,0,9,Seremban,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",549,7.4,4062.6
7,23.0,2.0,4.0,7.0,0,10,Kuantan,Reliance Power,450,8.9,4005.0
18,22.0,3.0,21.0,1.0,0,6,Johor Bahru,Reliance Power,778,8.1,6301.799999999999
7,22.0,1.0,4.0,1.0,0,4,Seremban,Indowind Energy,456,7.4,3374.4
17,23.0,2.0,17.0,12.0,0,9,Petaling Jaya,NHPC,686,9.1,6242.599999999999
17,23.0,1.0,13.0,1.0,0,12,Alor Setar,NHPC,504,7.9,3981.6
13,23.0,2.0,5.0,1.0,0,8,Melaka,Indowind Energy,460,8.5,3910.0
12,23.0,0.0,22.0,1.0,0,8,Seremban,TransRail Lighting,426,7.4,3152.4
17,22.0,0.0,21.0,1.0,0,4,Subang Jaya,L&T Transmission & Distribution,606,7.8,4726.8
19,22.0,2.0,6.0,1.0,0,7,Klang,NTPC Pvt. Ltd.,599,8.3,4971.700000000001
20,22.0,1.0,19.0,12.0,0,3,Subang Jaya,Adani Power Ltd.,827,7.8,6450.599999999999
9,20.0,1.0,9.0,1.0,0,2,Kota Kinabalu,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,247,8.4,2074.8
10,19.0,0.0,17.0,1.0,0,9,Seremban,Reliance Energy,454,7.4,3359.6000000000004
17,22.0,3.0,14.0,12.0,0,6,Johor Bahru,Jaiprakash Power,627,8.1,5078.7
6,20.0,1.0,18.0,1.0,0,3,Subang Jaya,Optibelt Power Transmission India Private Limited,401,7.8,3127.8
16,23.0,1.0,15.0,1.0,0,5,Kuala Lumpur,Adani Power Ltd.,434,8.7,3775.8
11,22.0,3.0,15.0,1.0,0,9,Petaling Jaya,Power Grid Corp,412,9.1,3749.2
10,17.0,1.0,12.0,1.0,0,3,Shah Alam,Orient Green,474,7.7,3649.8
15,23.0,3.0,5.0,1.0,0,2,Kuantan,L&T Transmission & Distribution,392,8.9,3488.8
13,22.0,1.0,13.0,1.0,0,3,Subang Jaya,Jaiprakash Power,447,7.8,3486.6
14,22.0,1.0,3.0,1.0,0,5,Kuala Lumpur,Indowind Energy,356,8.7,3097.2
11,23.0,3.0,13.0,1.0,0,11,Klang,GE T&D India Limited,474,8.3,3934.2
15,22.0,2.0,10.0,12.0,0,6,Subang Jaya,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),465,7.8,3627.0
19,22.0,0.0,16.0,1.0,0,10,Kuala Lumpur,Indowind Energy,569,8.7,4950.299999999999
7,23.0,0.0,15.0,1.0,0,2,Kuala Lumpur,Unitech Power Transmission Ltd.,389,8.7,3384.3
7,20.0,1.0,3.0,7.0,0,10,Ipoh,Reliance Energy,519,7.6,3944.4
10,20.0,0.0,16.0,7.0,0,11,Klang,Adani Power Ltd.,589,8.3,4888.700000000001
13,23.0,1.0,3.0,12.0,0,7,Shah Alam,KEC International,571,7.7,4396.7
18,22.0,3.0,8.0,1.0,0,11,Kuala Terengganu,NHPC,438,9.2,4029.6
11,22.0,0.0,10.0,1.0,0,10,Kuching,NTPC Pvt. Ltd.,366,9.3,3403.8
23,23.0,3.0,20.0,1.0,0,2,Kuala Lumpur,NLC India,500,8.7,4350.0
5,17.0,2.0,8.0,1.0,0,9,Kuching,SJVN Ltd.,472,9.3,4389.6
18,22.0,0.0,17.0,1.0,0,3,Melaka,NHPC,587,8.5,4989.5
11,23.0,1.0,3.0,1.0,0,6,Kuala Terengganu,Optibelt Power Transmission India Private Limited,468,9.2,4305.599999999999
9,22.0,3.0,20.0,1.0,0,6,Subang Jaya,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",667,7.8,5202.599999999999
20,22.0,3.0,18.0,12.0,0,12,Kuantan,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,873,8.9,7769.700000000001
13,22.0,2.0,6.0,1.0,0,7,Kuala Terengganu,Bonfiglioli Transmission Pvt. Ltd.,400,9.2,3680.0
15,23.0,0.0,19.0,1.0,0,10,Ipoh,Sterlite Power Transmission Ltd,447,7.6,3397.2
10,23.0,1.0,5.0,1.0,0,8,Alor Setar,Tata Power Company Ltd.,528,7.9,4171.2
21,22.0,2.0,20.0,1.0,0,1,Klang,SJVN Ltd.,554,8.3,4598.200000000001
18,23.0,1.0,18.0,1.0,0,2,Ipoh,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),600,7.6,4560.0
12,23.0,0.0,5.0,12.0,0,5,Seremban,Jyoti Structure,578,7.4,4277.2
7,22.0,1.0,22.0,1.0,0,3,Muar,NLC India,632,8.2,5182.4
23,23.0,2.0,6.0,1.0,0,2,Kuala Terengganu,Tata Power Company Ltd.,378,9.2,3477.6
21,23.0,0.0,9.0,1.0,0,2,Kuching,Unitech Power Transmission Ltd.,432,9.3,4017.6
22,22.0,3.0,15.0,12.0,0,10,Shah Alam,Indowind Energy,861,7.7,6629.7
22,22.0,0.0,12.0,1.0,0,8,Petaling Jaya,Reliance Power,579,9.1,5268.9
16,22.0,1.0,20.0,1.0,0,8,Batu Pahat,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",665,8.8,5852.000000000001
18,22.0,3.0,7.0,1.0,0,3,Kuala Terengganu,Optibelt Power Transmission India Private Limited,551,9.2,5069.2
9,23.0,3.0,13.0,1.0,0,4,Alor Setar,Unitech Power Transmission Ltd.,448,7.9,3539.2000000000003
14,22.0,2.0,21.0,12.0,0,5,Petaling Jaya,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,737,9.1,6706.7
8,23.0,3.0,13.0,1.0,0,10,Kuching,JSW Energy Ltd.,641,9.3,5961.3
14,23.0,1.0,21.0,12.0,0,6,Klang,Power Grid Corp,568,8.3,4714.400000000001
11,22.0,3.0,10.0,1.0,0,11,Kuala Lumpur,Bonfiglioli Transmission Pvt. Ltd.,446,8.7,3880.2
11,23.0,0.0,17.0,1.0,0,12,Muar,Kalpataru Power,637,8.2,5223.4
18,22.0,0.0,13.0,1.0,0,9,Ipoh,Adani Power Ltd.,611,7.6,4643.599999999999
16,23.0,0.0,13.0,1.0,0,6,Johor Bahru,Jyoti Structure,482,8.1,3904.2
21,22.0,0.0,3.0,1.0,0,10,Muar,L&T Transmission & Distribution,358,8.2,2935.6
7,23.0,0.0,5.0,1.0,0,9,Seremban,Power Grid Corp,380,7.4,2812.0
17,23.0,3.0,8.0,1.0,0,12,Kuantan,KEC International,603,8.9,5366.7
7,21.0,1.0,8.0,1.0,0,9,Kota Kinabalu,Tata Power Company Ltd.,372,8.4,3124.8
5,17.0,3.0,17.0,1.0,0,8,Batu Pahat,Guj Ind Power,568,8.8,4998.400000000001
22,23.0,1.0,20.0,1.0,0,10,Johor Bahru,Bonfiglioli Transmission Pvt. Ltd.,578,8.1,4681.8
18,23.0,3.0,15.0,1.0,0,1,Subang Jaya,Tata Power Company Ltd.,650,7.8,5070.0
6,19.0,1.0,8.0,1.0,0,7,Seremban,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",270,7.4,1998.0
15,23.0,0.0,3.0,12.0,0,2,Batu Pahat,GE T&D India Limited,348,8.8,3062.4
15,22.0,2.0,4.0,12.0,0,8,Shah Alam,TransRail Lighting,617,7.7,4750.900000000001
16,23.0,3.0,13.0,12.0,0,3,Petaling Jaya,Ringfeder Power Transmission India Pvt. Ltd.,830,9.1,7553.0
18,23.0,3.0,8.0,1.0,0,10,Subang Jaya,Bonfiglioli Transmission Pvt. Ltd.,439,7.8,3424.2
22,23.0,3.0,10.0,1.0,0,9,Kuantan,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,719,8.9,6399.1
6,21.0,3.0,3.0,7.0,0,8,Kota Kinabalu,Reliance Power,456,8.4,3830.4
20,23.0,1.0,13.0,1.0,0,10,Alor Setar,Guj Ind Power,552,7.9,4360.8
5,18.0,3.0,5.0,1.0,0,8,Melaka,Sunil Hitech Eng,253,8.5,2150.5
22,23.0,1.0,7.0,1.0,0,5,Johor Bahru,Kalpataru Power,576,8.1,4665.599999999999
21,22.0,0.0,12.0,1.0,0,7,Ipoh,Torrent Power Ltd.,537,7.6,4081.2
19,23.0,2.0,12.0,1.0,0,5,Kota Kinabalu,Power Grid Corp,479,8.4,4023.6
18,23.0,1.0,5.0,1.0,0,6,Shah Alam,Jyoti Structure,575,7.7,4427.5
21,22.0,0.0,22.0,12.0,0,3,Ipoh,Sunil Hitech Eng,617,7.6,4689.2
14,22.0,0.0,3.0,1.0,0,11,Subang Jaya,Jyoti Structure,321,7.8,2503.8
22,23.0,1.0,8.0,1.0,0,8,Shah Alam,Jyoti Structure,651,7.7,5012.7
17,22.0,1.0,11.0,12.0,0,7,Kuching,L&T Transmission & Distribution,627,9.3,5831.1
14,22.0,2.0,13.0,1.0,0,2,Johor Bahru,Guj Ind Power,515,8.1,4171.5
20,22.0,3.0,17.0,1.0,0,12,Seremban,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",638,7.4,4721.2
16,23.0,3.0,12.0,1.0,0,1,Seremban,NLC India,530,7.4,3922.0
14,23.0,0.0,9.0,1.0,0,7,Kuala Lumpur,TransRail Lighting,359,8.7,3123.3
8,20.0,1.0,3.0,1.0,0,11,Kota Kinabalu,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",322,8.4,2704.8
12,22.0,1.0,17.0,1.0,0,8,Seremban,L&T Transmission & Distribution,653,7.4,4832.2
14,23.0,2.0,20.0,1.0,0,10,Muar,Adani Power Ltd.,567,8.2,4649.4
8,22.0,3.0,20.0,1.0,0,8,Melaka,Reliance Power,590,8.5,5015.0
18,23.0,3.0,8.0,1.0,0,6,Kuching,Reliance Energy,539,9.3,5012.700000000001
15,22.0,3.0,22.0,1.0,0,3,Shah Alam,Jyoti Structure,633,7.7,4874.1
20,23.0,3.0,20.0,1.0,0,3,Alor Setar,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),777,7.9,6138.3
15,22.0,3.0,22.0,1.0,0,2,Klang,TransRail Lighting,455,8.3,3776.500000000001
16,22.0,2.0,13.0,1.0,0,11,Seremban,CESC,661,7.4,4891.400000000001
5,20.0,2.0,6.0,1.0,0,1,Kuala Lumpur,KEC International,343,8.7,2984.1
12,23.0,3.0,8.0,1.0,0,8,Kuala Terengganu,Ringfeder Power Transmission India Pvt. Ltd.,649,9.2,5970.799999999999
10,23.0,3.0,20.0,1.0,0,11,Kuantan,Guj Ind Power,569,8.9,5064.1
7,22.0,1.0,20.0,7.0,0,8,Muar,GE T&D India Limited,698,8.2,5723.599999999999
17,23.0,2.0,13.0,1.0,0,7,Muar,NLC India,533,8.2,4370.599999999999
14,22.0,0.0,18.0,1.0,0,9,Subang Jaya,Indowind Energy,375,7.8,2925.0
22,22.0,0.0,19.0,1.0,0,12,Melaka,Reliance Power,682,8.5,5797.0
14,23.0,1.0,5.0,1.0,0,12,Klang,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",310,8.3,2573.0
14,22.0,3.0,15.0,1.0,0,8,Klang,L&T Transmission & Distribution,574,8.3,4764.200000000001
15,23.0,1.0,9.0,12.0,0,9,Alor Setar,Neueon Towers / Sujana Towers Ltd.,604,7.9,4771.6
18,22.0,0.0,20.0,1.0,0,2,Kuala Terengganu,Guj Ind Power,407,9.2,3744.4
7,17.0,3.0,3.0,1.0,0,8,Kota Kinabalu,NLC India,296,8.4,2486.4
10,18.0,2.0,8.0,1.0,0,9,Shah Alam,Reliance Power,294,7.7,2263.8
7,17.0,2.0,8.0,1.0,0,2,Kuala Terengganu,Sunil Hitech Eng,422,9.2,3882.4
8,22.0,1.0,9.0,7.0,0,11,Batu Pahat,Indowind Energy,470,8.8,4136.0
20,22.0,0.0,15.0,1.0,0,4,Kuantan,GE T&D India Limited,437,8.9,3889.3
20,23.0,2.0,14.0,1.0,0,6,Kota Kinabalu,Indowind Energy,551,8.4,4628.400000000001
7,22.0,2.0,3.0,1.0,0,1,Alor Setar,Neueon Towers / Sujana Towers Ltd.,406,7.9,3207.4
22,23.0,2.0,20.0,1.0,0,11,Seremban,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",713,7.4,5276.2
14,23.0,1.0,18.0,1.0,0,11,Ipoh,Indowind Energy,500,7.6,3800.0
11,23.0,0.0,18.0,1.0,0,3,Seremban,Guj Ind Power,445,7.4,3293.0
13,23.0,2.0,21.0,1.0,0,10,Muar,Guj Ind Power,606,8.2,4969.2
19,23.0,2.0,10.0,1.0,0,12,Muar,Indowind Energy,469,8.2,3845.8
14,22.0,2.0,17.0,1.0,0,3,Seremban,Jyoti Structure,550,7.4,4070.0
8,19.0,2.0,12.0,7.0,0,9,Johor Bahru,L&T Transmission & Distribution,492,8.1,3985.2
16,22.0,3.0,18.0,1.0,0,10,Kuantan,Jyoti Structure,636,8.9,5660.400000000001
18,22.0,1.0,17.0,1.0,0,9,Kota Kinabalu,NLC India,573,8.4,4813.2
9,21.0,0.0,11.0,1.0,0,12,Kuala Lumpur,NTPC Pvt. Ltd.,381,8.7,3314.7
17,22.0,2.0,8.0,1.0,0,3,Alor Setar,Bonfiglioli Transmission Pvt. Ltd.,607,7.9,4795.3
20,23.0,2.0,4.0,1.0,0,7,Melaka,Guj Ind Power,636,8.5,5406.0
19,22.0,2.0,15.0,1.0,0,10,Kuching,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",448,9.3,4166.400000000001
21,23.0,3.0,5.0,1.0,0,10,Subang Jaya,Ringfeder Power Transmission India Pvt. Ltd.,580,7.8,4524.0
17,23.0,1.0,21.0,1.0,0,8,Muar,Reliance Power,658,8.2,5395.599999999999
22,22.0,1.0,22.0,12.0,0,3,Kuantan,Sunil Hitech Eng,782,8.9,6959.8
14,23.0,1.0,9.0,1.0,0,12,Shah Alam,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,497,7.7,3826.9
21,22.0,1.0,18.0,1.0,0,1,Petaling Jaya,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),635,9.1,5778.5
14,22.0,2.0,10.0,1.0,0,3,Ipoh,GE T&D India Limited,493,7.6,3746.8
21,23.0,0.0,20.0,12.0,0,8,Kuantan,Torrent Power Ltd.,570,8.9,5073.0
14,23.0,2.0,7.0,12.0,0,11,Kuala Lumpur,L&T Transmission & Distribution,528,8.7,4593.599999999999
5,23.0,0.0,6.0,1.0,0,4,Kuantan,Torrent Power Ltd.,485,8.9,4316.5
8,20.0,0.0,17.0,1.0,0,10,Batu Pahat,KEC International,332,8.8,2921.6000000000004
5,18.0,2.0,18.0,1.0,0,4,Petaling Jaya,SJVN Ltd.,483,9.1,4395.3
14,22.0,2.0,22.0,12.0,0,8,Batu Pahat,Sunil Hitech Eng,667,8.8,5869.6
6,22.0,0.0,6.0,1.0,0,5,Batu Pahat,"Maha Transco – Maharashtra State Electricity Transmission Co, Ltd.",462,8.8,4065.6
7,17.0,3.0,11.0,7.0,0,10,Klang,Torrent Power Ltd.,374,8.3,3104.2000000000003
13,23.0,3.0,12.0,1.0,0,4,Kota Kinabalu,Torrent Power Ltd.,450,8.4,3780.0
6,20.0,1.0,13.0,1.0,0,10,Subang Jaya,L&T Transmission & Distribution,343,7.8,2675.4
13,22.0,2.0,22.0,1.0,0,5,Subang Jaya,Optibelt Power Transmission India Private Limited,528,7.8,4118.4
21,23.0,0.0,12.0,1.0,0,6,Johor Bahru,Guj Ind Power,577,8.1,4673.7
9,18.0,3.0,8.0,1.0,0,9,Batu Pahat,Orient Green,490,8.8,4312.0
21,22.0,3.0,11.0,1.0,0,12,Kuala Lumpur,Bonfiglioli Transmission Pvt. Ltd.,606,8.7,5272.2
7,18.0,2.0,7.0,1.0,0,10,Kota Kinabalu,CESC,321,8.4,2696.4
18,22.0,2.0,21.0,1.0,0,4,Kota Kinabalu,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,605,8.4,5082.0
6,21.0,1.0,13.0,7.0,0,11,Shah Alam,NLC India,439,7.7,3380.3
22,22.0,3.0,20.0,12.0,0,2,Petaling Jaya,Bonfiglioli Transmission Pvt. Ltd.,767,9.1,6979.7
15,23.0,0.0,3.0,1.0,0,10,Batu Pahat,SJVN Ltd.,452,8.8,3977.6
18,23.0,3.0,16.0,1.0,0,2,Kuantan,Kalpataru Power,592,8.9,5268.8
20,22.0,2.0,10.0,12.0,0,2,Alor Setar,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),474,7.9,3744.6
12,22.0,2.0,5.0,1.0,0,7,Kota Kinabalu,JSW Energy Ltd.,313,8.4,2629.2000000000003
19,23.0,1.0,10.0,12.0,0,3,Subang Jaya,TransRail Lighting,732,7.8,5709.599999999999
11,22.0,1.0,21.0,1.0,0,2,Alor Setar,Optibelt Power Transmission India Private Limited,526,7.9,4155.400000000001
21,23.0,1.0,19.0,1.0,0,10,Kuching,Tata Power Company Ltd.,504,9.3,4687.200000000001
22,23.0,0.0,4.0,1.0,0,1,Melaka,Ringfeder Power Transmission India Pvt. Ltd.,541,8.5,4598.5
12,23.0,0.0,13.0,1.0,0,2,Seremban,L&T Transmission & Distribution,520,7.4,3848.0
16,22.0,2.0,14.0,1.0,0,12,Kota Kinabalu,NHPC,549,8.4,4611.6
7,19.0,1.0,10.0,1.0,0,11,Melaka,KEC International,441,8.5,3748.5
17,23.0,3.0,6.0,12.0,0,8,Shah Alam,Sunil Hitech Eng,675,7.7,5197.5
20,22.0,0.0,17.0,1.0,0,1,Batu Pahat,SJVN Ltd.,474,8.8,4171.200000000001
15,23.0,3.0,9.0,1.0,0,6,Kuching,Ringfeder Power Transmission India Pvt. Ltd.,662,9.3,6156.6
6,18.0,0.0,16.0,1.0,0,3,Johor Bahru,CESC,346,8.1,2802.6
6,17.0,1.0,17.0,1.0,0,3,Melaka,Guj Ind Power,519,8.5,4411.5
11,23.0,1.0,5.0,1.0,0,6,Ipoh,NLC India,387,7.6,2941.2
6,21.0,0.0,14.0,1.0,0,7,Seremban,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),339,7.4,2508.6
19,22.0,3.0,18.0,1.0,0,6,Muar,Optibelt Power Transmission India Private Limited,571,8.2,4682.2
20,23.0,3.0,17.0,1.0,0,7,Muar,Optibelt Power Transmission India Private Limited,784,8.2,6428.799999999999
20,23.0,0.0,5.0,1.0,0,8,Kuching,Indowind Energy,357,9.3,3320.1000000000004
17,22.0,0.0,9.0,1.0,0,5,Kota Kinabalu,Sunil Hitech Eng,426,8.4,3578.4
7,20.0,2.0,21.0,1.0,0,9,Subang Jaya,Orient Green,487,7.8,3798.6
5,23.0,2.0,16.0,1.0,0,4,Ipoh,Jaiprakash Power,515,7.6,3914.0
13,22.0,2.0,16.0,1.0,0,9,Kota Kinabalu,Unitech Power Transmission Ltd.,397,8.4,3334.8
20,22.0,0.0,22.0,1.0,0,8,Kuantan,Jyoti Structure,674,8.9,5998.6
14,22.0,1.0,19.0,1.0,0,10,Johor Bahru,Reliance Energy,618,8.1,5005.8
14,22.0,0.0,20.0,1.0,0,5,Seremban,Tata Power Company Ltd.,484,7.4,3581.6000000000004
18,22.0,2.0,11.0,1.0,0,5,Klang,Ratnagiri Gas and Power Pvt. Ltd. (RGPPL),622,8.3,5162.6
17,23.0,1.0,12.0,1.0,0,8,Melaka,Sunil Hitech Eng,441,8.5,3748.5
11,22.0,0.0,5.0,1.0,0,12,Seremban,Orient Green,478,7.4,3537.2000000000003
16,23.0,0.0,21.0,1.0,0,6,Kuala Lumpur,Sterlite Power Transmission Ltd,529,8.7,4602.299999999999
17,23.0,1.0,10.0,1.0,0,5,Kuantan,Neueon Towers / Sujana Towers Ltd.,453,8.9,4031.7
5,19.0,2.0,18.0,1.0,0,11,Kuala Lumpur,SJVN Ltd.,567,8.7,4932.9
9,18.0,1.0,22.0,7.0,0,1,Melaka,Ringfeder Power Transmission India Pvt. Ltd.,418,8.5,3553.0
22,23.0,0.0,3.0,1.0,0,6,Kuala Terengganu,TransRail Lighting,545,9.2,5014.0
19,22.0,3.0,12.0,12.0,0,5,Muar,Unitech Power Transmission Ltd.,709,8.2,5813.799999999999
7,18.0,2.0,16.0,1.0,0,2,Alor Setar,Optibelt Power Transmission India Private Limited,398,7.9,3144.2000000000003
11,22.0,0.0,18.0,1.0,0,12,Kuantan,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,559,8.9,4975.1
15,22.0,1.0,17.0,1.0,0,10,Petaling Jaya,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,601,9.1,5469.099999999999
5,19.0,0.0,4.0,1.0,0,2,Kuala Lumpur,Neueon Towers / Sujana Towers Ltd.,346,8.7,3010.2
12,23.0,1.0,19.0,1.0,0,7,Kuala Lumpur,JSW Energy Ltd.,554,8.7,4819.799999999999
8,22.0,3.0,10.0,1.0,0,2,Klang,Reliance Energy,387,8.3,3212.1000000000004
16,22.0,0.0,12.0,1.0,0,8,Petaling Jaya,Sunil Hitech Eng,411,9.1,3740.1
14,23.0,0.0,13.0,1.0,0,12,Kuala Terengganu,Toshiba Transmission & Distribution Systems (India) Pvt. Ltd.,526,9.2,4839.2
